subject 	task 	staircase 	trialNum 	stimulusType 	monitorWidth 	monitorHeight 	stimSize 	ISI 	SOA 	responseSpatialPos 	responseX 	responseY 	correctX 	correctY 	clickX 	clickY 	accuracy 	responsePosInStream 	correctPosInStream 	position0 	position1 	position2 	position3 	position4 	position5 	position6 	position7 	position8 	position9 	position10 	position11 	position12 	position13 	position14 	position15 	position16 	position17 	position18 	position19 	position20 	position21 	position22 	position23 	longFrames
autoTest 	 dot-jump 	 False 	 67 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 True 	 10 	 10 	17 	23 	16 	18 	1 	9 	12 	24 	15 	4 	10 	20 	22 	5 	14 	8 	13 	11 	3 	19 	21 	6 	2 	7 	111
autoTest 	 dot-jump 	 False 	 68 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 1 	 0.0 	 5.80398835832 	 0.0 	 5.80398835832 	 0.0 	 5.80398835832 	 True 	 10 	 10 	10 	20 	7 	11 	8 	6 	24 	18 	2 	21 	1 	12 	19 	3 	14 	17 	13 	9 	16 	15 	5 	22 	4 	23 	116
autoTest 	 dot-jump 	 False 	 69 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 22 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 True 	 10 	 10 	14 	3 	8 	16 	21 	10 	7 	4 	2 	9 	22 	11 	20 	12 	6 	18 	19 	15 	17 	23 	24 	13 	5 	1 	110
autoTest 	 dot-jump 	 False 	 70 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 13 	 0.0 	 -5.80398835832 	 0.0 	 -5.80398835832 	 0.0 	 -5.80398835832 	 True 	 10 	 10 	18 	21 	8 	22 	19 	5 	4 	1 	6 	9 	13 	20 	24 	15 	14 	11 	2 	10 	17 	16 	7 	3 	12 	23 	117
autoTest 	 dot-jump 	 False 	 71 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 15 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 True 	 10 	 10 	10 	14 	23 	2 	19 	13 	18 	5 	7 	20 	15 	4 	16 	24 	9 	11 	1 	3 	8 	6 	12 	17 	21 	22 	106
autoTest 	 dot-jump 	 False 	 72 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 True 	 10 	 10 	7 	19 	18 	10 	22 	20 	5 	24 	12 	4 	11 	3 	21 	17 	6 	2 	15 	9 	23 	13 	1 	14 	8 	16 	108
autoTest 	 dot-jump 	 False 	 73 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 17 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 True 	 10 	 10 	14 	12 	19 	6 	18 	2 	8 	15 	7 	11 	17 	20 	16 	13 	9 	3 	24 	10 	5 	21 	1 	22 	4 	23 	106
autoTest 	 dot-jump 	 False 	 74 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 8 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 True 	 10 	 10 	10 	18 	3 	6 	19 	7 	23 	22 	11 	12 	8 	14 	13 	21 	1 	16 	20 	9 	24 	2 	17 	5 	4 	15 	109
autoTest 	 dot-jump 	 False 	 75 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 True 	 10 	 10 	14 	16 	11 	24 	9 	5 	15 	13 	12 	10 	21 	20 	7 	1 	2 	3 	18 	22 	8 	6 	19 	4 	23 	17 	102
autoTest 	 dot-jump 	 False 	 76 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 True 	 10 	 10 	4 	9 	19 	17 	24 	14 	11 	20 	5 	6 	23 	13 	12 	2 	18 	10 	3 	1 	22 	16 	7 	21 	15 	8 	113
autoTest 	 dot-jump 	 False 	 77 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 9 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 True 	 10 	 10 	2 	11 	6 	23 	17 	24 	5 	7 	4 	14 	9 	10 	20 	3 	13 	15 	22 	16 	12 	18 	19 	21 	1 	8 	116
autoTest 	 dot-jump 	 False 	 78 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 16 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 True 	 10 	 10 	21 	10 	12 	19 	15 	14 	13 	9 	8 	3 	16 	22 	18 	17 	23 	4 	7 	6 	1 	24 	20 	11 	2 	5 	111
autoTest 	 dot-jump 	 False 	 79 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 2 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 5.60622225078 	 True 	 10 	 10 	22 	20 	13 	18 	10 	15 	8 	11 	23 	3 	2 	17 	6 	9 	5 	16 	19 	4 	7 	14 	21 	24 	1 	12 	108
autoTest 	 dot-jump 	 False 	 80 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 6 	 -5.60622225078 	 1.50218272469 	 -5.60622225078 	 1.50218272469 	 -5.60622225078 	 1.50218272469 	 True 	 10 	 10 	13 	8 	9 	11 	3 	15 	14 	2 	10 	7 	6 	19 	18 	17 	23 	24 	16 	12 	22 	4 	20 	5 	21 	1 	105
autoTest 	 dot-jump 	 False 	 81 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 9 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 True 	 10 	 10 	14 	8 	2 	5 	12 	17 	10 	16 	6 	22 	9 	7 	19 	18 	23 	4 	13 	3 	24 	20 	11 	15 	21 	1 	116
autoTest 	 dot-jump 	 False 	 82 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 True 	 10 	 10 	24 	17 	22 	5 	7 	8 	4 	1 	11 	3 	23 	10 	9 	16 	21 	19 	18 	20 	15 	12 	2 	14 	13 	6 	110
autoTest 	 dot-jump 	 False 	 83 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 12 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 True 	 10 	 10 	19 	15 	17 	24 	1 	20 	22 	13 	4 	9 	12 	8 	16 	2 	21 	5 	6 	23 	7 	14 	3 	18 	11 	10 	109
autoTest 	 dot-jump 	 False 	 84 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 True 	 10 	 10 	6 	19 	10 	8 	3 	13 	5 	22 	15 	9 	4 	2 	1 	20 	18 	14 	12 	24 	23 	7 	21 	17 	11 	16 	90
autoTest 	 dot-jump 	 False 	 85 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 True 	 10 	 10 	20 	8 	6 	1 	15 	18 	3 	13 	23 	17 	21 	24 	19 	2 	9 	10 	5 	14 	16 	11 	22 	4 	7 	12 	103
autoTest 	 dot-jump 	 False 	 86 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 True 	 10 	 10 	1 	13 	11 	16 	18 	20 	8 	7 	15 	9 	10 	19 	2 	21 	23 	22 	3 	14 	17 	4 	5 	6 	24 	12 	102
autoTest 	 dot-jump 	 False 	 87 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 True 	 10 	 10 	9 	19 	24 	22 	21 	3 	7 	2 	12 	16 	23 	8 	13 	4 	17 	6 	1 	20 	14 	11 	5 	10 	15 	18 	111
autoTest 	 dot-jump 	 False 	 88 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 True 	 10 	 10 	24 	22 	18 	6 	23 	14 	10 	5 	9 	13 	11 	20 	19 	21 	15 	3 	1 	17 	16 	8 	7 	4 	12 	2 	104
autoTest 	 dot-jump 	 False 	 89 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 7 	 -5.80398835832 	 0.0 	 -5.80398835832 	 0.0 	 -5.80398835832 	 0.0 	 True 	 10 	 10 	13 	10 	2 	3 	19 	22 	18 	16 	15 	9 	7 	6 	17 	12 	20 	21 	1 	23 	8 	11 	4 	14 	5 	24 	110
autoTest 	 dot-jump 	 False 	 90 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 9 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 True 	 10 	 10 	12 	8 	21 	22 	23 	1 	24 	2 	19 	7 	9 	11 	14 	18 	5 	4 	17 	15 	16 	3 	20 	13 	10 	6 	107
autoTest 	 dot-jump 	 False 	 91 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 True 	 10 	 10 	17 	15 	16 	8 	7 	24 	21 	9 	6 	5 	3 	23 	18 	22 	4 	11 	10 	2 	20 	19 	14 	1 	13 	12 	110
autoTest 	 dot-jump 	 False 	 92 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 5 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 True 	 10 	 10 	24 	6 	8 	19 	21 	1 	9 	7 	13 	10 	5 	2 	14 	23 	20 	3 	4 	12 	16 	15 	11 	22 	17 	18 	108
autoTest 	 dot-jump 	 False 	 93 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 22 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 True 	 10 	 10 	6 	3 	17 	20 	9 	12 	2 	11 	13 	16 	22 	7 	19 	23 	18 	14 	1 	8 	15 	5 	10 	24 	4 	21 	112
autoTest 	 dot-jump 	 False 	 94 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 True 	 10 	 10 	10 	11 	3 	2 	8 	15 	4 	5 	21 	16 	23 	18 	1 	6 	7 	19 	9 	24 	17 	14 	13 	22 	20 	12 	116
autoTest 	 dot-jump 	 False 	 95 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 7 	 -5.80398835832 	 0.0 	 -5.80398835832 	 0.0 	 -5.80398835832 	 0.0 	 True 	 10 	 10 	3 	13 	23 	24 	15 	8 	9 	20 	10 	16 	7 	18 	21 	6 	12 	4 	17 	2 	11 	5 	19 	22 	1 	14 	105
autoTest 	 dot-jump 	 False 	 96 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 True 	 10 	 10 	9 	11 	18 	12 	14 	22 	1 	3 	15 	8 	4 	2 	20 	16 	13 	5 	6 	23 	17 	7 	10 	19 	21 	24 	91
autoTest 	 dot-jump 	 False 	 97 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 17 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 True 	 10 	 10 	16 	24 	18 	13 	3 	10 	14 	5 	20 	8 	17 	15 	22 	11 	4 	12 	7 	19 	6 	21 	1 	9 	23 	2 	103
autoTest 	 dot-jump 	 False 	 98 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 13 	 0.0 	 -5.80398835832 	 0.0 	 -5.80398835832 	 0.0 	 -5.80398835832 	 True 	 10 	 10 	23 	12 	15 	11 	17 	20 	8 	18 	2 	3 	13 	9 	22 	5 	6 	7 	16 	1 	24 	10 	4 	14 	21 	19 	91
autoTest 	 dot-jump 	 False 	 99 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 True 	 10 	 10 	2 	18 	6 	22 	3 	7 	15 	20 	16 	5 	10 	1 	8 	11 	23 	12 	14 	19 	17 	13 	21 	4 	24 	9 	105
autoTest 	 dot-jump 	 False 	 100 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 19 	 5.80398835832 	 0.0 	 5.80398835832 	 0.0 	 5.80398835832 	 0.0 	 True 	 10 	 10 	23 	22 	21 	11 	12 	5 	20 	8 	4 	24 	19 	2 	17 	7 	15 	18 	1 	14 	10 	3 	16 	13 	6 	9 	108
autoTest 	 dot-jump 	 False 	 101 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 True 	 10 	 10 	23 	1 	4 	18 	24 	10 	2 	15 	17 	9 	21 	16 	6 	19 	22 	11 	14 	13 	20 	3 	8 	5 	7 	12 	112
autoTest 	 dot-jump 	 False 	 102 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 7 	 -5.80398835832 	 0.0 	 -5.80398835832 	 0.0 	 -5.80398835832 	 0.0 	 True 	 10 	 10 	20 	2 	9 	17 	11 	23 	19 	15 	10 	1 	7 	22 	6 	14 	16 	18 	21 	13 	12 	3 	24 	4 	8 	5 	106
autoTest 	 dot-jump 	 False 	 103 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 17 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 True 	 10 	 10 	12 	10 	5 	1 	19 	8 	11 	18 	9 	13 	17 	2 	7 	22 	20 	24 	4 	21 	3 	14 	16 	23 	15 	6 	113
autoTest 	 dot-jump 	 False 	 104 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 True 	 10 	 10 	15 	12 	10 	3 	1 	2 	18 	17 	14 	13 	21 	9 	20 	22 	4 	11 	7 	16 	24 	8 	23 	19 	5 	6 	109
autoTest 	 dot-jump 	 False 	 105 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 14 	 1.50218272469 	 -5.60622225078 	 1.50218272469 	 -5.60622225078 	 1.50218272469 	 -5.60622225078 	 True 	 10 	 10 	8 	13 	1 	15 	22 	2 	17 	4 	9 	11 	14 	23 	18 	6 	7 	16 	20 	3 	24 	21 	5 	10 	12 	19 	117
autoTest 	 dot-jump 	 False 	 106 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 True 	 10 	 10 	1 	3 	2 	23 	5 	10 	8 	21 	19 	7 	11 	20 	13 	15 	22 	6 	24 	18 	16 	17 	12 	14 	9 	4 	107
autoTest 	 dot-jump 	 False 	 107 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 22 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 True 	 10 	 10 	2 	5 	8 	19 	10 	18 	12 	7 	23 	14 	22 	3 	11 	4 	20 	24 	21 	1 	6 	13 	9 	15 	17 	16 	105
autoTest 	 dot-jump 	 False 	 108 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 True 	 10 	 10 	18 	20 	5 	1 	17 	3 	23 	6 	21 	24 	11 	9 	7 	12 	19 	10 	14 	22 	16 	2 	8 	4 	13 	15 	111
autoTest 	 dot-jump 	 False 	 109 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 22 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 True 	 10 	 10 	19 	10 	12 	6 	20 	4 	23 	14 	3 	2 	22 	11 	24 	13 	16 	9 	1 	15 	18 	21 	8 	17 	5 	7 	111
autoTest 	 dot-jump 	 False 	 110 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 True 	 10 	 10 	22 	20 	9 	4 	17 	14 	1 	16 	11 	10 	3 	5 	15 	7 	18 	21 	13 	19 	2 	24 	23 	12 	8 	6 	115
autoTest 	 dot-jump 	 False 	 111 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 True 	 10 	 10 	4 	18 	20 	2 	19 	21 	24 	9 	17 	12 	10 	14 	7 	8 	6 	11 	23 	22 	15 	13 	5 	3 	16 	1 	109
autoTest 	 dot-jump 	 False 	 112 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 20 	 5.60622225078 	 1.50218272469 	 5.60622225078 	 1.50218272469 	 5.60622225078 	 1.50218272469 	 True 	 10 	 10 	10 	23 	17 	7 	3 	8 	18 	16 	15 	5 	20 	14 	12 	21 	24 	1 	2 	22 	19 	4 	9 	11 	13 	6 	104
autoTest 	 dot-jump 	 False 	 113 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 True 	 10 	 10 	24 	8 	3 	4 	19 	17 	13 	9 	20 	11 	23 	22 	10 	5 	15 	18 	6 	14 	1 	16 	2 	7 	21 	12 	104
autoTest 	 dot-jump 	 False 	 114 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 19 	 5.80398835832 	 0.0 	 5.80398835832 	 0.0 	 5.80398835832 	 0.0 	 True 	 10 	 10 	22 	10 	20 	1 	24 	7 	15 	11 	16 	6 	19 	2 	5 	8 	12 	13 	21 	18 	14 	3 	23 	4 	9 	17 	110
autoTest 	 dot-jump 	 False 	 115 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 5 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 True 	 10 	 10 	14 	9 	18 	13 	17 	7 	16 	22 	20 	11 	5 	8 	6 	12 	3 	2 	23 	10 	24 	15 	4 	21 	19 	1 	100
autoTest 	 dot-jump 	 False 	 116 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 True 	 10 	 10 	24 	13 	12 	11 	23 	21 	2 	14 	9 	5 	3 	15 	1 	4 	22 	20 	7 	18 	19 	8 	17 	10 	16 	6 	118
autoTest 	 dot-jump 	 False 	 117 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 5 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 True 	 10 	 10 	9 	20 	8 	16 	15 	7 	23 	11 	18 	13 	5 	24 	2 	1 	3 	6 	17 	19 	4 	14 	12 	10 	22 	21 	116
autoTest 	 dot-jump 	 False 	 118 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 True 	 10 	 10 	3 	17 	12 	16 	18 	2 	5 	1 	23 	11 	4 	8 	6 	10 	21 	9 	7 	13 	19 	15 	14 	20 	24 	22 	117
autoTest 	 dot-jump 	 False 	 119 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 5 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 True 	 10 	 10 	7 	9 	8 	4 	14 	19 	24 	21 	13 	11 	5 	15 	6 	3 	23 	1 	2 	10 	12 	17 	20 	22 	16 	18 	119
autoTest 	 dot-jump 	 False 	 120 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 20 	 5.60622225078 	 1.50218272469 	 5.60622225078 	 1.50218272469 	 5.60622225078 	 1.50218272469 	 True 	 10 	 10 	23 	10 	14 	4 	17 	15 	19 	22 	2 	3 	20 	9 	5 	6 	1 	12 	11 	18 	8 	7 	13 	16 	21 	24 	118
autoTest 	 dot-jump 	 False 	 121 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 15 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 True 	 10 	 10 	21 	14 	13 	8 	22 	9 	6 	24 	2 	16 	15 	18 	19 	17 	4 	20 	1 	23 	12 	3 	10 	7 	11 	5 	119
autoTest 	 dot-jump 	 False 	 122 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 7 	 -5.80398835832 	 0.0 	 -5.80398835832 	 0.0 	 -5.80398835832 	 0.0 	 True 	 10 	 10 	21 	4 	17 	15 	20 	12 	18 	19 	11 	14 	7 	2 	16 	9 	1 	3 	6 	10 	23 	24 	13 	22 	5 	8 	117
autoTest 	 dot-jump 	 False 	 123 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 8 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 True 	 10 	 10 	12 	9 	6 	15 	2 	16 	4 	18 	7 	20 	8 	23 	3 	13 	21 	11 	22 	14 	5 	10 	1 	17 	24 	19 	117
autoTest 	 dot-jump 	 False 	 124 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 18 	 5.60622225078 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 True 	 10 	 10 	1 	23 	15 	16 	5 	14 	12 	9 	21 	10 	18 	24 	2 	20 	6 	8 	4 	17 	3 	22 	13 	11 	7 	19 	103
autoTest 	 dot-jump 	 False 	 125 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 7 	 -5.80398835832 	 0.0 	 -5.80398835832 	 0.0 	 -5.80398835832 	 0.0 	 True 	 10 	 10 	9 	15 	11 	23 	6 	4 	22 	18 	1 	24 	7 	21 	13 	17 	2 	19 	8 	14 	16 	5 	20 	12 	3 	10 	106
autoTest 	 dot-jump 	 False 	 126 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 12 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 True 	 10 	 10 	17 	9 	15 	18 	21 	8 	7 	24 	5 	16 	12 	20 	11 	19 	10 	23 	4 	2 	1 	14 	22 	6 	3 	13 	109
autoTest 	 dot-jump 	 False 	 127 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 True 	 10 	 10 	1 	15 	7 	23 	24 	22 	13 	20 	18 	9 	11 	3 	2 	17 	14 	19 	10 	4 	8 	16 	5 	6 	12 	21 	111
autoTest 	 dot-jump 	 False 	 128 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 18 	 5.60622225078 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 True 	 10 	 10 	23 	17 	20 	2 	24 	14 	4 	13 	12 	3 	18 	10 	21 	11 	9 	19 	7 	5 	15 	1 	22 	6 	8 	16 	102
autoTest 	 dot-jump 	 False 	 129 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 8 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 True 	 10 	 10 	10 	20 	6 	1 	13 	15 	23 	24 	14 	3 	8 	7 	12 	9 	11 	16 	22 	19 	18 	21 	2 	17 	5 	4 	109
autoTest 	 dot-jump 	 False 	 130 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 15 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 True 	 10 	 10 	21 	1 	23 	2 	19 	17 	5 	12 	9 	8 	15 	24 	14 	10 	7 	18 	13 	3 	4 	16 	20 	11 	22 	6 	106
autoTest 	 dot-jump 	 False 	 131 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 1 	 0.0 	 5.80398835832 	 0.0 	 5.80398835832 	 0.0 	 5.80398835832 	 True 	 10 	 10 	20 	13 	5 	19 	22 	9 	3 	24 	11 	12 	1 	21 	23 	10 	6 	4 	7 	14 	15 	18 	16 	17 	8 	2 	107
autoTest 	 dot-jump 	 False 	 132 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 True 	 10 	 10 	1 	6 	14 	24 	8 	9 	20 	2 	11 	3 	21 	19 	17 	4 	13 	7 	23 	5 	22 	12 	10 	15 	18 	16 	104
autoTest 	 dot-jump 	 False 	 133 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 18 	 5.60622225078 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 True 	 10 	 10 	23 	8 	12 	7 	3 	22 	13 	9 	1 	20 	18 	15 	6 	19 	5 	11 	2 	24 	21 	16 	10 	14 	4 	17 	113
autoTest 	 dot-jump 	 False 	 134 	 circle 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 14 	 1.50218272469 	 -5.60622225078 	 1.50218272469 	 -5.60622225078 	 1.50218272469 	 -5.60622225078 	 True 	 10 	 10 	10 	13 	11 	17 	16 	18 	22 	20 	21 	2 	14 	6 	9 	5 	7 	19 	1 	4 	15 	12 	3 	23 	24 	8 	105
