subject 	task 	staircase 	trialNum 	stimulus 	monitorWidth 	monitorHeight 	stimSize 	ISI 	SOA 	responseSpatialPos 	responseX 	responseY 	correctX 	correctY 	clickX 	clickY 	accuracy 	responsePosInStream 	correctPosInStream 	position0 	position1 	position2 	position3 	position4 	position5 	position6 	position7 	position8 	position9 	position10 	position11 	position12 	position13 	position14 	position15 	position16 	position17 	position18 	position19 	position20 	position21 	position22 	position23 	longFrames
autoTest 	 dot-jump 	 False 	 67 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 16 	 4.10403952609 	 -4.10403952609 	 0.0 	 -5.80398835832 	 4.10403952609 	 -4.10403952609 	 False 	 18 	 10 	2 	12 	21 	17 	5 	3 	11 	19 	24 	14 	13 	1 	20 	8 	10 	22 	9 	4 	16 	23 	7 	6 	15 	18 	110
autoTest 	 dot-jump 	 False 	 68 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 22 	 4.10403952609 	 4.10403952609 	 -4.10403952609 	 -4.10403952609 	 4.10403952609 	 4.10403952609 	 False 	 1 	 10 	11 	22 	9 	13 	16 	7 	8 	23 	17 	24 	10 	4 	1 	2 	12 	5 	20 	14 	6 	19 	3 	15 	18 	21 	110
autoTest 	 dot-jump 	 False 	 69 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 7 	 -5.80398835832 	 0.0 	 -5.60622225078 	 -1.50218272469 	 -5.80398835832 	 0.0 	 False 	 0 	 10 	7 	14 	23 	20 	15 	2 	19 	11 	6 	24 	8 	17 	22 	13 	21 	12 	18 	5 	1 	9 	10 	16 	4 	3 	108
autoTest 	 dot-jump 	 False 	 70 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 False 	 22 	 10 	7 	11 	23 	8 	14 	24 	22 	13 	20 	1 	5 	15 	18 	17 	16 	2 	9 	3 	6 	19 	10 	12 	21 	4 	114
autoTest 	 dot-jump 	 False 	 71 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 13 	 0.0 	 -5.80398835832 	 -1.50218272469 	 5.60622225078 	 0.0 	 -5.80398835832 	 False 	 8 	 10 	10 	18 	9 	24 	7 	23 	19 	17 	13 	21 	2 	1 	11 	20 	6 	16 	5 	4 	3 	12 	8 	15 	22 	14 	108
autoTest 	 dot-jump 	 False 	 72 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 5.60622225078 	 -1.50218272469 	 -4.10403952609 	 -4.10403952609 	 False 	 22 	 10 	15 	12 	9 	17 	6 	20 	19 	16 	2 	13 	18 	11 	5 	21 	7 	24 	4 	14 	3 	1 	22 	23 	10 	8 	117
autoTest 	 dot-jump 	 False 	 73 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 -5.60622225078 	 -1.50218272469 	 -4.10403952609 	 -4.10403952609 	 False 	 1 	 10 	12 	10 	1 	7 	5 	14 	20 	2 	16 	17 	8 	21 	9 	18 	15 	13 	24 	6 	19 	3 	11 	4 	22 	23 	109
autoTest 	 dot-jump 	 False 	 74 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 7 	 -5.80398835832 	 0.0 	 5.02640136157 	 -2.90199417916 	 -5.80398835832 	 0.0 	 False 	 13 	 10 	6 	18 	16 	10 	24 	22 	20 	5 	2 	8 	17 	23 	1 	7 	4 	14 	15 	19 	3 	11 	12 	13 	9 	21 	117
autoTest 	 dot-jump 	 False 	 75 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 2.90199417916 	 5.02640136157 	 5.02640136157 	 2.90199417916 	 False 	 4 	 10 	24 	4 	6 	16 	21 	17 	13 	19 	7 	20 	23 	3 	5 	15 	1 	12 	9 	11 	22 	10 	2 	18 	8 	14 	109
autoTest 	 dot-jump 	 False 	 76 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 20 	 5.60622225078 	 1.50218272469 	 5.60622225078 	 1.50218272469 	 5.60622225078 	 1.50218272469 	 True 	 10 	 10 	10 	3 	13 	17 	2 	21 	6 	23 	24 	15 	20 	5 	12 	4 	8 	22 	16 	9 	14 	18 	7 	1 	19 	11 	112
autoTest 	 dot-jump 	 False 	 77 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 24 	 1.50218272469 	 5.60622225078 	 4.10403952609 	 -4.10403952609 	 1.50218272469 	 5.60622225078 	 False 	 0 	 10 	24 	23 	21 	1 	13 	6 	5 	9 	10 	19 	16 	22 	14 	15 	18 	12 	7 	20 	17 	8 	2 	4 	3 	11 	109
autoTest 	 dot-jump 	 False 	 78 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 5.02640136157 	 -2.90199417916 	 -2.90199417916 	 5.02640136157 	 False 	 18 	 10 	15 	13 	18 	24 	11 	16 	4 	1 	14 	9 	17 	2 	5 	7 	8 	21 	23 	6 	3 	20 	22 	10 	19 	12 	111
autoTest 	 dot-jump 	 False 	 79 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 -5.60622225078 	 1.50218272469 	 -4.10403952609 	 -4.10403952609 	 False 	 20 	 10 	23 	19 	11 	16 	3 	14 	24 	12 	20 	7 	6 	13 	9 	18 	21 	5 	17 	15 	2 	8 	10 	4 	1 	22 	112
autoTest 	 dot-jump 	 False 	 80 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 5 	 -5.02640136157 	 2.90199417916 	 -1.50218272469 	 5.60622225078 	 -5.02640136157 	 2.90199417916 	 False 	 13 	 10 	16 	13 	12 	14 	6 	7 	8 	9 	1 	10 	2 	3 	23 	5 	11 	20 	15 	24 	22 	17 	18 	4 	19 	21 	113
autoTest 	 dot-jump 	 False 	 81 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 20 	 5.60622225078 	 1.50218272469 	 2.90199417916 	 5.02640136157 	 5.60622225078 	 1.50218272469 	 False 	 21 	 10 	13 	17 	12 	2 	9 	10 	18 	19 	24 	11 	23 	1 	8 	5 	22 	7 	6 	21 	15 	3 	14 	20 	16 	4 	113
autoTest 	 dot-jump 	 False 	 82 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 14 	 1.50218272469 	 -5.60622225078 	 4.10403952609 	 -4.10403952609 	 1.50218272469 	 -5.60622225078 	 False 	 9 	 10 	5 	23 	8 	19 	9 	3 	4 	13 	6 	14 	16 	1 	20 	17 	7 	2 	12 	11 	22 	21 	24 	15 	18 	10 	117
autoTest 	 dot-jump 	 False 	 83 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 18 	 5.60622225078 	 -1.50218272469 	 1.50218272469 	 -5.60622225078 	 5.60622225078 	 -1.50218272469 	 False 	 12 	 10 	23 	1 	2 	8 	24 	21 	16 	5 	17 	4 	14 	7 	18 	20 	9 	13 	10 	3 	15 	22 	12 	19 	6 	11 	108
autoTest 	 dot-jump 	 False 	 84 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 True 	 10 	 10 	1 	20 	3 	24 	2 	13 	18 	14 	10 	6 	4 	21 	5 	7 	11 	19 	8 	9 	17 	15 	12 	16 	22 	23 	111
autoTest 	 dot-jump 	 False 	 85 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 2 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 5.60622225078 	 False 	 17 	 10 	11 	22 	5 	15 	23 	4 	7 	24 	9 	21 	12 	10 	3 	1 	13 	8 	17 	2 	16 	6 	19 	20 	18 	14 	116
autoTest 	 dot-jump 	 False 	 86 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 5.80398835832 	 0.0 	 -2.90199417916 	 -5.02640136157 	 False 	 23 	 10 	18 	10 	12 	5 	9 	22 	7 	23 	8 	17 	19 	15 	21 	13 	16 	3 	24 	14 	4 	1 	2 	6 	20 	11 	105
autoTest 	 dot-jump 	 False 	 87 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 19 	 5.80398835832 	 0.0 	 -5.02640136157 	 2.90199417916 	 5.80398835832 	 0.0 	 False 	 1 	 10 	6 	19 	18 	2 	23 	24 	20 	16 	7 	1 	5 	13 	4 	14 	22 	9 	15 	11 	12 	10 	17 	3 	8 	21 	112
autoTest 	 dot-jump 	 False 	 88 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 5 	 -5.02640136157 	 2.90199417916 	 2.90199417916 	 -5.02640136157 	 -5.02640136157 	 2.90199417916 	 False 	 19 	 10 	23 	12 	18 	13 	24 	6 	9 	7 	16 	3 	15 	4 	22 	8 	10 	21 	17 	14 	19 	5 	20 	11 	2 	1 	115
autoTest 	 dot-jump 	 False 	 89 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 1.50218272469 	 -5.60622225078 	 -2.90199417916 	 -5.02640136157 	 False 	 6 	 10 	24 	18 	4 	21 	16 	5 	11 	9 	6 	3 	14 	1 	22 	17 	12 	10 	7 	20 	15 	8 	13 	2 	23 	19 	113
autoTest 	 dot-jump 	 False 	 90 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 13 	 0.0 	 -5.80398835832 	 -1.50218272469 	 -5.60622225078 	 0.0 	 -5.80398835832 	 False 	 3 	 10 	16 	23 	8 	13 	20 	4 	24 	17 	21 	14 	12 	3 	10 	6 	5 	11 	15 	19 	9 	1 	2 	7 	22 	18 	111
autoTest 	 dot-jump 	 False 	 91 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 12 	 -1.50218272469 	 -5.60622225078 	 4.10403952609 	 4.10403952609 	 -1.50218272469 	 -5.60622225078 	 False 	 19 	 10 	19 	8 	15 	18 	4 	21 	24 	13 	11 	9 	22 	5 	10 	6 	17 	14 	23 	20 	1 	12 	2 	3 	7 	16 	110
autoTest 	 dot-jump 	 False 	 92 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 1.50218272469 	 -5.60622225078 	 2.90199417916 	 5.02640136157 	 False 	 6 	 10 	8 	4 	9 	2 	7 	15 	23 	17 	12 	5 	14 	22 	24 	3 	13 	21 	20 	11 	10 	1 	19 	18 	6 	16 	104
autoTest 	 dot-jump 	 False 	 93 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 0.0 	 5.80398835832 	 2.90199417916 	 5.02640136157 	 False 	 13 	 10 	16 	14 	10 	4 	8 	19 	24 	22 	21 	5 	1 	7 	11 	23 	12 	2 	9 	17 	20 	18 	15 	6 	3 	13 	114
autoTest 	 dot-jump 	 False 	 94 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 1.50218272469 	 -5.60622225078 	 -4.10403952609 	 4.10403952609 	 False 	 18 	 10 	22 	10 	9 	11 	24 	1 	15 	19 	17 	3 	14 	18 	6 	8 	5 	21 	13 	2 	4 	23 	20 	12 	16 	7 	109
autoTest 	 dot-jump 	 False 	 95 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 22 	 4.10403952609 	 4.10403952609 	 0.0 	 5.80398835832 	 4.10403952609 	 4.10403952609 	 False 	 19 	 10 	19 	23 	18 	5 	15 	21 	14 	6 	8 	3 	1 	11 	16 	17 	10 	2 	7 	4 	24 	22 	12 	20 	9 	13 	112
autoTest 	 dot-jump 	 False 	 96 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 -2.90199417916 	 -5.02640136157 	 5.02640136157 	 2.90199417916 	 False 	 20 	 10 	14 	2 	13 	24 	5 	15 	20 	7 	23 	22 	11 	10 	17 	16 	19 	12 	18 	3 	9 	8 	21 	6 	4 	1 	113
autoTest 	 dot-jump 	 False 	 97 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 20 	 5.60622225078 	 1.50218272469 	 5.80398835832 	 0.0 	 5.60622225078 	 1.50218272469 	 False 	 3 	 10 	24 	14 	3 	20 	23 	2 	17 	7 	18 	15 	19 	5 	12 	16 	22 	21 	8 	9 	4 	10 	1 	6 	11 	13 	110
autoTest 	 dot-jump 	 False 	 98 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 20 	 5.60622225078 	 1.50218272469 	 5.60622225078 	 1.50218272469 	 5.60622225078 	 1.50218272469 	 True 	 10 	 10 	14 	5 	12 	19 	13 	7 	3 	18 	1 	15 	20 	10 	24 	11 	4 	17 	8 	9 	6 	23 	16 	21 	2 	22 	112
autoTest 	 dot-jump 	 False 	 99 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 1.50218272469 	 5.60622225078 	 5.02640136157 	 2.90199417916 	 False 	 20 	 10 	23 	3 	10 	8 	12 	14 	4 	15 	5 	17 	24 	2 	9 	1 	7 	20 	22 	16 	19 	11 	21 	18 	6 	13 	112
autoTest 	 dot-jump 	 False 	 100 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 17 	 5.02640136157 	 -2.90199417916 	 -5.02640136157 	 2.90199417916 	 5.02640136157 	 -2.90199417916 	 False 	 19 	 10 	9 	12 	4 	13 	6 	24 	16 	10 	2 	21 	5 	15 	14 	1 	22 	3 	11 	23 	8 	17 	19 	18 	20 	7 	109
autoTest 	 dot-jump 	 False 	 101 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 8 	 -5.60622225078 	 -1.50218272469 	 -4.10403952609 	 4.10403952609 	 -5.60622225078 	 -1.50218272469 	 False 	 7 	 10 	18 	14 	6 	10 	19 	21 	12 	8 	17 	22 	4 	15 	3 	7 	24 	23 	13 	20 	16 	1 	5 	9 	2 	11 	110
autoTest 	 dot-jump 	 False 	 102 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 True 	 10 	 10 	14 	8 	3 	21 	23 	10 	22 	1 	5 	16 	4 	11 	17 	15 	6 	12 	9 	13 	19 	18 	20 	7 	2 	24 	110
autoTest 	 dot-jump 	 False 	 103 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 12 	 -1.50218272469 	 -5.60622225078 	 -5.02640136157 	 -2.90199417916 	 -1.50218272469 	 -5.60622225078 	 False 	 7 	 10 	7 	16 	2 	23 	15 	6 	14 	12 	24 	11 	9 	20 	19 	10 	21 	3 	17 	18 	4 	5 	22 	13 	1 	8 	117
autoTest 	 dot-jump 	 False 	 104 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 1 	 0.0 	 5.80398835832 	 1.50218272469 	 5.60622225078 	 0.0 	 5.80398835832 	 False 	 15 	 10 	19 	2 	17 	12 	18 	4 	11 	20 	23 	22 	24 	8 	16 	10 	3 	1 	13 	14 	6 	9 	21 	5 	15 	7 	109
autoTest 	 dot-jump 	 False 	 105 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 18 	 5.60622225078 	 -1.50218272469 	 -1.50218272469 	 5.60622225078 	 5.60622225078 	 -1.50218272469 	 False 	 4 	 10 	15 	17 	21 	22 	18 	7 	4 	9 	23 	12 	2 	19 	6 	20 	14 	16 	8 	11 	10 	3 	24 	1 	5 	13 	113
autoTest 	 dot-jump 	 False 	 106 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 17 	 5.02640136157 	 -2.90199417916 	 -1.50218272469 	 5.60622225078 	 5.02640136157 	 -2.90199417916 	 False 	 0 	 10 	17 	13 	21 	24 	8 	11 	19 	4 	23 	10 	2 	16 	22 	20 	15 	6 	12 	9 	5 	14 	1 	7 	18 	3 	111
autoTest 	 dot-jump 	 False 	 107 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 8 	 -5.60622225078 	 -1.50218272469 	 -5.80398835832 	 0.0 	 -5.60622225078 	 -1.50218272469 	 False 	 5 	 10 	6 	11 	9 	23 	4 	8 	2 	1 	20 	21 	7 	19 	3 	14 	5 	10 	13 	22 	17 	18 	24 	15 	16 	12 	111
autoTest 	 dot-jump 	 False 	 108 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 2 	 -1.50218272469 	 5.60622225078 	 5.02640136157 	 -2.90199417916 	 -1.50218272469 	 5.60622225078 	 False 	 2 	 10 	15 	18 	2 	10 	14 	1 	20 	9 	7 	24 	17 	4 	12 	16 	5 	22 	11 	6 	13 	21 	19 	23 	3 	8 	111
autoTest 	 dot-jump 	 False 	 109 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 1 	 0.0 	 5.80398835832 	 4.10403952609 	 -4.10403952609 	 0.0 	 5.80398835832 	 False 	 12 	 10 	23 	24 	9 	17 	3 	15 	8 	4 	12 	7 	16 	21 	1 	14 	20 	10 	19 	5 	18 	22 	13 	11 	6 	2 	111
autoTest 	 dot-jump 	 False 	 110 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 -5.02640136157 	 -2.90199417916 	 -4.10403952609 	 4.10403952609 	 False 	 19 	 10 	12 	7 	23 	24 	14 	21 	18 	10 	19 	3 	9 	1 	5 	8 	17 	22 	15 	16 	6 	4 	2 	20 	11 	13 	103
autoTest 	 dot-jump 	 False 	 111 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 4.10403952609 	 4.10403952609 	 -2.90199417916 	 5.02640136157 	 False 	 8 	 10 	18 	1 	19 	4 	23 	11 	17 	14 	3 	15 	22 	21 	24 	6 	10 	13 	12 	8 	7 	20 	5 	2 	16 	9 	110
autoTest 	 dot-jump 	 False 	 112 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 9 	 -5.02640136157 	 -2.90199417916 	 4.10403952609 	 -4.10403952609 	 -5.02640136157 	 -2.90199417916 	 False 	 23 	 10 	4 	2 	10 	17 	23 	5 	20 	13 	18 	8 	16 	14 	15 	22 	7 	12 	3 	6 	21 	1 	24 	11 	19 	9 	112
autoTest 	 dot-jump 	 False 	 113 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 8 	 -5.60622225078 	 -1.50218272469 	 5.80398835832 	 0.0 	 -5.60622225078 	 -1.50218272469 	 False 	 4 	 10 	5 	4 	20 	10 	8 	21 	23 	2 	7 	9 	19 	14 	16 	3 	13 	11 	24 	22 	6 	1 	12 	17 	18 	15 	113
autoTest 	 dot-jump 	 False 	 114 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 17 	 5.02640136157 	 -2.90199417916 	 -5.60622225078 	 -1.50218272469 	 5.02640136157 	 -2.90199417916 	 False 	 22 	 10 	23 	2 	6 	5 	3 	18 	24 	16 	13 	14 	8 	19 	4 	7 	10 	22 	21 	11 	20 	1 	15 	12 	17 	9 	114
autoTest 	 dot-jump 	 False 	 115 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 5.60622225078 	 -1.50218272469 	 -2.90199417916 	 5.02640136157 	 False 	 5 	 10 	20 	16 	7 	22 	11 	3 	23 	1 	5 	10 	18 	12 	9 	19 	4 	13 	14 	6 	17 	2 	8 	21 	24 	15 	108
autoTest 	 dot-jump 	 False 	 116 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 22 	 4.10403952609 	 4.10403952609 	 -1.50218272469 	 -5.60622225078 	 4.10403952609 	 4.10403952609 	 False 	 7 	 10 	4 	23 	10 	6 	5 	11 	21 	22 	13 	14 	12 	24 	2 	8 	17 	15 	9 	19 	3 	16 	7 	1 	20 	18 	114
autoTest 	 dot-jump 	 False 	 117 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 5.02640136157 	 2.90199417916 	 -4.10403952609 	 -4.10403952609 	 False 	 16 	 10 	19 	7 	23 	3 	22 	11 	16 	12 	1 	9 	21 	20 	6 	15 	24 	8 	10 	13 	14 	2 	17 	18 	4 	5 	106
autoTest 	 dot-jump 	 False 	 118 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 16 	 4.10403952609 	 -4.10403952609 	 0.0 	 -5.80398835832 	 4.10403952609 	 -4.10403952609 	 False 	 16 	 10 	2 	10 	12 	18 	5 	23 	3 	19 	9 	6 	13 	1 	24 	8 	21 	20 	16 	14 	15 	4 	7 	11 	22 	17 	111
autoTest 	 dot-jump 	 False 	 119 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 6 	 -5.60622225078 	 1.50218272469 	 2.90199417916 	 5.02640136157 	 -5.60622225078 	 1.50218272469 	 False 	 17 	 10 	14 	12 	10 	16 	17 	24 	2 	13 	3 	7 	23 	5 	8 	1 	15 	21 	18 	6 	22 	11 	20 	19 	9 	4 	108
autoTest 	 dot-jump 	 False 	 120 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 2 	 -1.50218272469 	 5.60622225078 	 4.10403952609 	 4.10403952609 	 -1.50218272469 	 5.60622225078 	 False 	 20 	 10 	17 	8 	12 	10 	24 	19 	1 	4 	9 	11 	22 	15 	20 	6 	21 	13 	5 	23 	7 	18 	2 	3 	14 	16 	112
autoTest 	 dot-jump 	 False 	 121 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 7 	 -5.80398835832 	 0.0 	 -1.50218272469 	 -5.60622225078 	 -5.80398835832 	 0.0 	 False 	 9 	 10 	8 	9 	24 	21 	6 	5 	4 	16 	22 	7 	12 	15 	2 	19 	20 	18 	1 	23 	10 	3 	13 	11 	14 	17 	108
autoTest 	 dot-jump 	 False 	 122 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 16 	 4.10403952609 	 -4.10403952609 	 5.02640136157 	 2.90199417916 	 4.10403952609 	 -4.10403952609 	 False 	 3 	 10 	8 	14 	5 	16 	12 	23 	20 	7 	6 	15 	21 	19 	24 	18 	17 	13 	22 	1 	9 	3 	4 	10 	2 	11 	112
autoTest 	 dot-jump 	 False 	 123 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 4.10403952609 	 -4.10403952609 	 5.02640136157 	 2.90199417916 	 False 	 2 	 10 	12 	1 	21 	5 	11 	15 	14 	13 	22 	10 	16 	8 	20 	7 	18 	19 	17 	3 	9 	23 	24 	4 	6 	2 	114
autoTest 	 dot-jump 	 False 	 124 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 6 	 -5.60622225078 	 1.50218272469 	 1.50218272469 	 5.60622225078 	 -5.60622225078 	 1.50218272469 	 False 	 21 	 10 	15 	2 	7 	19 	5 	4 	11 	20 	13 	9 	24 	8 	12 	10 	17 	14 	21 	18 	22 	3 	16 	6 	1 	23 	114
autoTest 	 dot-jump 	 False 	 125 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 -1.50218272469 	 5.60622225078 	 2.90199417916 	 5.02640136157 	 False 	 3 	 10 	9 	12 	17 	23 	19 	5 	7 	8 	4 	10 	2 	1 	22 	3 	6 	21 	13 	15 	11 	16 	24 	14 	20 	18 	113
autoTest 	 dot-jump 	 False 	 126 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 12 	 -1.50218272469 	 -5.60622225078 	 -4.10403952609 	 4.10403952609 	 -1.50218272469 	 -5.60622225078 	 False 	 5 	 10 	15 	17 	14 	11 	3 	12 	16 	5 	18 	20 	4 	13 	10 	2 	7 	22 	8 	6 	24 	9 	21 	19 	1 	23 	112
autoTest 	 dot-jump 	 False 	 127 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 -2.90199417916 	 -5.02640136157 	 -4.10403952609 	 -4.10403952609 	 False 	 6 	 10 	19 	24 	1 	13 	8 	16 	10 	7 	23 	3 	11 	6 	20 	17 	14 	22 	9 	5 	18 	15 	12 	2 	4 	21 	111
autoTest 	 dot-jump 	 False 	 128 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 4.10403952609 	 -4.10403952609 	 -2.90199417916 	 5.02640136157 	 False 	 20 	 10 	13 	19 	5 	23 	14 	6 	18 	24 	11 	20 	16 	2 	10 	1 	21 	4 	22 	12 	8 	17 	3 	15 	7 	9 	111
autoTest 	 dot-jump 	 False 	 129 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 False 	 11 	 10 	5 	1 	2 	10 	21 	8 	14 	15 	18 	7 	3 	23 	16 	9 	11 	4 	20 	13 	17 	12 	19 	6 	24 	22 	110
autoTest 	 dot-jump 	 False 	 130 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 4.10403952609 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 False 	 22 	 10 	3 	18 	21 	11 	1 	12 	8 	5 	20 	24 	22 	14 	9 	13 	10 	17 	15 	2 	6 	7 	23 	19 	4 	16 	111
autoTest 	 dot-jump 	 False 	 131 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 2 	 -1.50218272469 	 5.60622225078 	 -2.90199417916 	 5.02640136157 	 -1.50218272469 	 5.60622225078 	 False 	 19 	 10 	12 	17 	16 	18 	23 	24 	13 	19 	7 	11 	3 	1 	4 	9 	14 	22 	21 	6 	15 	2 	10 	5 	20 	8 	113
autoTest 	 dot-jump 	 False 	 132 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 14 	 1.50218272469 	 -5.60622225078 	 -5.02640136157 	 2.90199417916 	 1.50218272469 	 -5.60622225078 	 False 	 9 	 10 	23 	22 	24 	2 	9 	4 	6 	11 	20 	14 	5 	8 	1 	19 	15 	13 	7 	12 	16 	10 	21 	17 	18 	3 	109
autoTest 	 dot-jump 	 False 	 133 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 2 	 -1.50218272469 	 5.60622225078 	 2.90199417916 	 5.02640136157 	 -1.50218272469 	 5.60622225078 	 False 	 2 	 10 	14 	4 	2 	9 	11 	13 	5 	18 	20 	22 	23 	12 	6 	3 	15 	17 	8 	7 	24 	19 	16 	1 	10 	21 	112
autoTest 	 dot-jump 	 False 	 134 	 V 	 1024 	 768 	 5.80398835832 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 -4.10403952609 	 -4.10403952609 	 5.02640136157 	 2.90199417916 	 False 	 11 	 10 	16 	15 	24 	11 	9 	14 	3 	5 	2 	23 	10 	21 	13 	18 	4 	12 	20 	7 	8 	22 	1 	17 	19 	6 	112
